name,atk,level,EP,NA
Salamangreat Revive,0.0,1.0,50,62.0
Salamangreat Roar,0.0,1.0,40,52.0
Salamangreat Sanctuary,0.0,1.0,40,52.0
Salamangreat Spinny,1000.0,3.0,40,54.0
Salamangreat Sunlight Wolf,1800.0,1.0,20,50.0
Salamangreat Tiger,2000.0,5.0,10,32.4
Salamangreat Transcendence,0.0,1.0,20,32.0
Salamangreat Violet Chimera,2800.0,8.0,40,69.5
Salamangreat Weasel,700.0,3.0,40,51.0
Salamangreat Wolvie,1700.0,4.0,30,50.0
Salamangreat Zebroid X,1500.0,4.0,40,58.0
Sales Ban,0.0,1.0,0,12.0
Sales Pitch,0.0,1.0,40,52.0
Salvage,0.0,1.0,0,12.0
Salvage Warrior,1900.0,5.0,20,41.4
Salvagent Driver,2200.0,6.0,20,44.0
Samsara,0.0,1.0,20,32.0
Samsara Dragon,0.0,1.0,30,42.0
Samsara Kaiser,200.0,2.0,20,28.0
Samsara Lotus,0.0,1.0,20,32.0
Samsara Regenerating Lotus,0.0,1.0,50,62.0
"Samsara, Dragon of Rebirth",100.0,5.0,30,33.4
Samurai Cavalry of Reptier,1800.0,4.0,10,31.0
Samurai Destroyer,2600.0,7.0,20,47.714285714285715
Samurai of the Ice Barrier,1800.0,4.0,30,51.0
Samurai Skull,1700.0,4.0,40,60.0
Samurai Sword Baron,1600.0,4.0,0,19.0
Sanctity of Dragon,3000.0,1.0,20,62.0
Sanctuary of the Fire Kings,0.0,1.0,50,62.0
Sand Gambler,300.0,3.0,10,17.0
Sand Moth,1000.0,4.0,30,43.0
Sand Stone,1300.0,5.0,0,15.4
"Sandaion, the Timelord",4000.0,10.0,50,91.2
Sanga of the Thunder,2600.0,7.0,0,27.714285714285715
Sangan,1000.0,3.0,20,34.0
Sanguine Swamp,0.0,1.0,10,22.0
Santa Claws,1200.0,6.0,40,54.0
Sanwitch,2100.0,6.0,0,23.0
Saqlifice,0.0,1.0,70,82.0
Sargasso Lighthouse,0.0,1.0,40,52.0
Sargasso the D.D. Battlefield,0.0,1.0,20,32.0
Sari of the Silverwing Axe,500.0,3.0,20,29.0
Sarv Sarga,0.0,1.0,20,32.0
Saryuja Skull Dread,2800.0,1.0,60,100.0
Saryuja's Shackles,0.0,1.0,20,32.0
Sasuke Samurai,500.0,2.0,10,21.0
Sasuke Samurai #2,200.0,1.0,0,14.0
Sasuke Samurai #3,1000.0,3.0,40,54.0
Sasuke Samurai #4,1200.0,4.0,10,25.0
Satellarknight Alsahm,1400.0,4.0,40,57.0
Satellarknight Altair,1700.0,4.0,20,40.0
Satellarknight Betelgeuse,700.0,4.0,20,30.0
Satellarknight Capella,1100.0,4.0,20,34.0
Satellarknight Deneb,1500.0,4.0,40,58.0
Satellarknight Procyon,1300.0,4.0,40,56.0
Satellarknight Rigel,1900.0,4.0,40,62.0
Satellarknight Sirius,1600.0,4.0,40,59.0
Satellarknight Skybridge,0.0,1.0,40,52.0
Satellarknight Unukalhai,1800.0,4.0,40,61.0
Satellarknight Vega,1200.0,4.0,20,35.0
Satellarknight Zefrathuban,0.0,4.0,30,33.0
Satellite Cannon,0.0,5.0,30,32.4
Satellite Synchron,700.0,2.0,20,33.0
Satellite Warrior,2500.0,10.0,50,76.2
Sauge de Fleur,2900.0,8.0,50,80.5
"Sauravis, the Ancient and Ascended",2600.0,7.0,20,47.714285714285715
"Sauravis, the Sagely Silenforcer Dragon",2600.0,7.0,20,47.714285714285715
Sauropod Brachion,1500.0,8.0,20,36.5
Savage Colosseum,0.0,1.0,30,42.0
Scanner,0.0,1.0,0,12.0
Scapeghost,0.0,1.0,20,32.0
Scapegoat,0.0,1.0,20,32.0
Scar of the Vendread,2300.0,6.0,50,75.0
Scareclaw Acro,0.0,3.0,40,44.0
Scareclaw Alternative,0.0,1.0,50,62.0
Scareclaw Arrival,0.0,1.0,40,52.0
Scareclaw Astra,0.0,3.0,20,24.0
Scareclaw Belone,0.0,3.0,40,44.0
Scareclaw Decline,0.0,1.0,10,22.0
Scareclaw Defanging,0.0,1.0,20,32.0
Scareclaw Kashtira,0.0,7.0,30,31.714285714285715
Scareclaw Light-Heart,500.0,1.0,40,57.0
Scareclaw Reichheart,1500.0,4.0,60,78.0
Scareclaw Sclash,0.0,1.0,0,12.0
Scareclaw Straddle,0.0,1.0,20,32.0
Scareclaw Tri-Heart,3000.0,1.0,40,82.0
Scareclaw Twinsaw,0.0,1.0,20,32.0
Scarlet Security,0.0,1.0,10,22.0
Scarlight Red Dragon Archfiend,3000.0,8.0,50,81.5
"Scarm, Malebranche of the Burning Abyss",800.0,3.0,50,62.0
"Scarr, Scout of Dark World",500.0,2.0,30,41.0
Scarred Dragon Archfiend,3000.0,8.0,30,61.5
Scarred Warrior,2100.0,5.0,10,33.4
Scary Moth,1800.0,6.0,20,40.0
Scatter Fusion,0.0,1.0,50,62.0
Schuberta the Melodious Maestra,2400.0,6.0,30,56.0
Schwarzschild Limit Dragon,2000.0,8.0,20,41.5
Science Soldier,800.0,3.0,0,12.0
Score the Melodious Diva,200.0,2.0,0,8.0
Scramble Egg,0.0,1.0,30,42.0
Scramble!! Scramble!!,0.0,1.0,40,52.0
Scrap Archfiend,2700.0,7.0,0,28.714285714285715
Scrap Beast,1600.0,4.0,10,29.0
Scrap Breaker,2100.0,6.0,30,53.0
Scrap Chimera,1700.0,4.0,20,40.0
Scrap Crash,0.0,1.0,10,22.0
Scrap Dragon,2800.0,8.0,30,59.5
Scrap Factory,0.0,1.0,70,82.0
Scrap Fist,0.0,1.0,30,42.0
Scrap Goblin,0.0,3.0,10,14.0
Scrap Golem,2300.0,5.0,20,45.4
Scrap Hunter,1600.0,3.0,30,50.0
Scrap Kong,2000.0,4.0,30,53.0
Scrap Lube,0.0,1.0,30,42.0
Scrap Mind Reader,0.0,1.0,30,42.0
Scrap Orthros,1700.0,4.0,30,50.0
Scrap Rage,0.0,1.0,30,42.0
Scrap Raptor,1400.0,4.0,50,67.0
Scrap Recycler,900.0,3.0,60,73.0
Scrap Searcher,100.0,1.0,30,43.0
Scrap Shark,2100.0,4.0,30,54.0
Scrap Sheen,0.0,1.0,30,42.0
Scrap Soldier,2100.0,5.0,30,53.4
Scrap Twin Dragon,3000.0,9.0,30,61.33333333333333
Scrap Worm,500.0,2.0,10,21.0
Scrap Wyvern,1700.0,1.0,50,79.0
Scrap-Iron Sacred Statue,0.0,1.0,40,52.0
Scrap-Iron Scarecrow,0.0,1.0,0,12.0
Scrap-Iron Signal,0.0,1.0,0,12.0
Scrap-Iron Statue,0.0,1.0,30,42.0
Scrapstorm,0.0,1.0,50,62.0
Scrapyard,0.0,1.0,20,32.0
Screams of the Branded,0.0,1.0,30,42.0
Scroll of Bewitchment,0.0,1.0,0,12.0
Scrounging Goblin,1000.0,4.0,40,53.0
Scrubbed Raid,0.0,1.0,0,12.0
Scrum Force,0.0,1.0,10,22.0
Scrypton,1500.0,5.0,30,47.4
Sea Archiver,300.0,3.0,30,37.0
Sea Dragon Lord Gishilnodon,2300.0,5.0,0,25.4
Sea Dragoons of Draconia,200.0,3.0,50,56.0
Sea Kamen,1100.0,4.0,0,14.0
Sea King Dragon,2000.0,6.0,0,22.0
Sea Koala,100.0,2.0,0,7.0
Sea Lancer,1300.0,5.0,40,55.4
Sea Lord's Amulet,0.0,1.0,10,22.0
Sea Monster of Theseus,2200.0,5.0,0,24.4
Sea Serpent Warrior of Darkness,1800.0,4.0,0,21.0
Sea Stealth Attack,0.0,1.0,40,52.0
Sea Stealth II,0.0,1.0,30,42.0
Seal of the Ancients,0.0,1.0,0,12.0
Seal of Wickedness,0.0,1.0,10,22.0
"Seal, Strategist Fur Hire",1600.0,4.0,20,39.0
Sealing Ceremony of Katon,0.0,1.0,10,22.0
Sealing Ceremony of Mokuton,0.0,1.0,0,12.0
Sealing Ceremony of Raiton,0.0,1.0,10,22.0
Sealing Ceremony of Suiton,0.0,1.0,10,22.0
Sealmaster Meisei,1100.0,3.0,0,15.0
Search Striker,1600.0,4.0,10,29.0
Searchlightman,1000.0,3.0,0,14.0
Searing Fire Wall,0.0,1.0,30,42.0
Sebek's Blessing,0.0,1.0,40,52.0
Sebek's Sorcerer,2000.0,1.0,40,72.0
Second Booster,1000.0,3.0,20,34.0
Second Coin Toss,0.0,1.0,0,12.0
Second Expedition into Danger!,0.0,1.0,30,42.0
Second Goblin,100.0,1.0,30,43.0
Secret Barrel,0.0,1.0,20,32.0
Secret Blast,0.0,1.0,30,42.0
Secret Guards of the Ice Barrier,100.0,2.0,0,7.0
Secret Pass to the Treasures,0.0,1.0,0,12.0
Secret Password,0.0,1.0,20,32.0
Secret Sanctuary of the Spellcasters,0.0,1.0,30,42.0
Secret Sect Druid Dru,1800.0,4.0,20,41.0
Secret Sect Druid Wid,0.0,4.0,0,3.0
Secret Six Samurai - Doji,1700.0,4.0,60,80.0
Secret Six Samurai - Fuma,200.0,1.0,60,74.0
Secret Six Samurai - Genba,500.0,2.0,40,51.0
Secret Six Samurai - Hatsume,1600.0,3.0,40,60.0
Secret Six Samurai - Kizaru,1900.0,4.0,60,82.0
Secret Six Samurai - Rihan,2400.0,5.0,40,66.4
Secret Skills of the Six Samurai,0.0,1.0,30,42.0
Secret Village of the Spellcasters,0.0,1.0,0,12.0
Secrets of Dark Magic,0.0,1.0,20,32.0
Secrets of the Gallant,0.0,1.0,10,22.0
Sectarian of Secrets,700.0,2.0,0,13.0
Secure Gardna,1000.0,1.0,20,42.0
Security Block,0.0,1.0,10,22.0
Security Dragon,1100.0,1.0,0,23.0
Security Orb,0.0,1.0,10,22.0
Security Token,2000.0,4.0,0,23.0
Seed Cannon,0.0,1.0,40,52.0
Seed of Deception,0.0,1.0,20,32.0
Seed of Flame,1600.0,3.0,30,50.0
Seed Token,0.0,1.0,20,32.0
Segmental Dragon,2600.0,7.0,30,57.714285714285715
Seishou Ruten,0.0,1.0,20,32.0
Seismic Crasher,1400.0,3.0,20,38.0
Seismic Shockwave,0.0,1.0,10,22.0
Seiyaryu,2500.0,7.0,0,26.714285714285715
Sekka's Light,0.0,1.0,30,42.0
Seleglare the Luminous Lunar Dragon,2400.0,6.0,20,46.0
"Selene, Queen of the Master Magicians",1850.0,1.0,20,50.5
Self-Destruct Ant,1500.0,3.0,30,49.0
Self-Destruct Button,0.0,1.0,0,12.0
Self-Mummification,0.0,1.0,0,12.0
Senet Switch,0.0,1.0,0,12.0
Sengenjin,2750.0,8.0,0,29.0
Senior Silver Ninja,2300.0,6.0,20,45.0
Senju of the Thousand Hands,1400.0,4.0,40,57.0
Senko the Skybolt Star,2400.0,7.0,30,55.714285714285715
Senri Eye,0.0,1.0,0,12.0
Sentence of Doom,0.0,1.0,10,22.0
Sentinel of the Seas,1300.0,4.0,0,16.0
Sentinel of the Tistina,1200.0,3.0,50,66.0
Sentry Soldier of Stone,1300.0,3.0,20,37.0
"Sephylon, the Ultimate Timelord",4000.0,10.0,20,61.2
Seraphim Papillion,2100.0,1.0,40,73.0
Serenade the Melodious Diva,400.0,4.0,40,47.0
Serene Psychic Witch,1400.0,3.0,60,78.0
Sergeant Electro,1600.0,4.0,0,19.0
Serial Spell,0.0,1.0,-10,2.0
Serpent Marauder,700.0,2.0,0,13.0
Serpent Night Dragon,2350.0,7.0,0,25.214285714285715
Serpent Suppression,0.0,1.0,10,22.0
Serpentine Princess,1400.0,4.0,40,57.0
Servant of Catabolism,700.0,3.0,0,11.0
Servant of Endymion,900.0,3.0,40,53.0
Servants of the Fallen King,0.0,1.0,20,32.0
"Serziel, Watcher of the Evil Eye",1600.0,4.0,50,69.0
Set Rotation,0.0,1.0,20,32.0
Setting Sun,0.0,1.0,30,42.0
Setuppercut,0.0,1.0,30,42.0
Seven Cities of the Golden Land,0.0,1.0,20,32.0
Seven Swords Warrior,2300.0,7.0,30,54.714285714285715
Seven Tools of the Bandit,0.0,1.0,10,22.0
Seventh Ascension,0.0,1.0,50,62.0
Seventh Eternity,0.0,1.0,20,32.0
Seventh Force,0.0,1.0,50,62.0
Sextet Summon,0.0,1.0,50,62.0
Shaddoll Beast,2200.0,5.0,10,34.4
Shaddoll Construct,1200.0,1.0,20,44.0
Shaddoll Core,0.0,1.0,20,32.0
Shaddoll Dragon,1900.0,4.0,10,32.0
Shaddoll Falco,600.0,2.0,20,32.0
Shaddoll Fusion,0.0,1.0,20,32.0
Shaddoll Hedgehog,800.0,3.0,20,32.0
Shaddoll Hound,1600.0,4.0,0,19.0
Shaddoll Schism,0.0,1.0,30,42.0
Shaddoll Squamata,1800.0,4.0,30,51.0
Shaddoll Zefracore,450.0,4.0,20,27.5
Shaddoll Zefranaga,900.0,2.0,20,35.0
Shadow Delver,1500.0,4.0,20,38.0
Shadow Ghoul,1600.0,5.0,20,38.4
Shadow Ghoul of the Labyrinth,1600.0,5.0,30,48.4
Shadow Impulse,0.0,1.0,30,42.0
Shadow of Eyes,0.0,1.0,0,12.0
Shadow of the Six Samurai - Shien,2500.0,4.0,0,28.0
Shadow Reborn,0.0,1.0,20,32.0
Shadow Specter,500.0,1.0,0,17.0
Shadow Spell,0.0,1.0,0,12.0
Shadow Tamer,800.0,3.0,0,12.0
Shadow Toon,0.0,1.0,20,32.0
Shadow Vampire,2000.0,5.0,20,42.4
Shadow-Imprisoning Mirror,0.0,1.0,0,12.0
Shadow's Light,0.0,1.0,70,82.0
Shadowknight Archfiend,2000.0,4.0,30,53.0
Shadowpriestess of Ohm,1700.0,4.0,20,40.0
Shadowslayer,1400.0,4.0,0,17.0
"Shafu, the Wheeled Mayakashi",1200.0,3.0,20,36.0
Shaman of the Tenyi,1600.0,1.0,20,48.0
Shamisen Samsara Sorrowcat,1600.0,3.0,30,50.0
Shapesister,0.0,1.0,20,32.0
Shapesnatch,1200.0,5.0,0,14.4
Shard of Greed,0.0,1.0,20,32.0
Share the Pain,0.0,1.0,0,12.0
Shared Ride,0.0,1.0,20,32.0
Shark Caesar,1800.0,3.0,20,42.0
Shark Cruiser,1800.0,5.0,50,70.4
Shark Fortress,2400.0,5.0,0,26.4
Shark Stickers,200.0,3.0,20,26.0
Sharkraken,2400.0,6.0,20,46.0
Shattered Axe,0.0,1.0,0,12.0
Sheep Token,0.0,1.0,0,12.0
Shell Knight,0.0,4.0,70,73.0
Shell of Chaos,1600.0,4.0,30,49.0
Shelrokket Dragon,1100.0,2.0,50,67.0
Shiba-Warrior Taro,800.0,2.0,10,24.0
Shield & Sword,0.0,1.0,0,12.0
Shield Crush,0.0,1.0,10,22.0
Shield Handler,0.0,1.0,10,22.0
Shield Spear,0.0,1.0,20,32.0
Shield Warrior,800.0,3.0,20,32.0
Shield Wing,0.0,2.0,10,16.0
Shield Worm,800.0,4.0,20,31.0
Shien's Advisor,1200.0,4.0,20,35.0
Shien's Castle of Mist,0.0,1.0,-10,2.0
Shien's Daredevil,1600.0,4.0,40,59.0
Shien's Dojo,0.0,1.0,20,32.0
Shien's Footsoldier,700.0,2.0,50,63.0
Shien's Scheme,0.0,1.0,30,42.0
Shien's Smoke Signal,0.0,1.0,20,32.0
Shien's Spy,0.0,1.0,0,12.0
Shien's Squire,300.0,1.0,10,25.0
"Shif, Fairy of the Ghoti",0.0,2.0,50,56.0
Shift,0.0,1.0,0,12.0
Shifting Shadows,0.0,1.0,0,12.0
"Shinato, King of a Higher Plane",3300.0,8.0,50,84.5
Shinato's Ark,0.0,1.0,20,32.0
Shine Knight,400.0,3.0,0,8.0
Shine Palace,0.0,1.0,20,32.0
Shining Abyss,1600.0,4.0,0,19.0
Shining Angel,1400.0,4.0,50,67.0
Shining Draw,0.0,1.0,60,72.0
Shining Elf,1600.0,2.0,10,32.0
Shining Friendship,1300.0,4.0,0,16.0
Shining Hope Road,0.0,1.0,20,32.0
Shining Piecephilia,700.0,4.0,50,60.0
Shining Silver Force,0.0,1.0,30,42.0
Shinobaron Peacock,3000.0,8.0,20,51.5
Shinobaron Shade Peacock,2000.0,4.0,50,73.0
Shinobaroness Peacock,2500.0,8.0,40,66.5
Shinobaroness Shade Peacock,1500.0,4.0,50,68.0
Shinobi Insect Hagakuremino,1000.0,1.0,40,62.0
Shinobi Necro,800.0,2.0,40,54.0
Shinobird Crane,1500.0,4.0,40,58.0
Shinobird Crow,0.0,4.0,30,33.0
Shinobird Pigeon,1000.0,4.0,20,33.0
Shinobird Power Spot,0.0,1.0,40,52.0
Shinobird Salvation,0.0,1.0,20,32.0
Shinobird Token,1500.0,4.0,0,18.0
Shinobird's Calling,0.0,1.0,30,42.0
Shinonome the Vaylantz Priestess,500.0,2.0,40,51.0
"Shiny Black ""C""",200.0,1.0,40,54.0
"Shiny Black ""C"" Squadder",2000.0,4.0,0,23.0
Shiranui Samurai,1800.0,4.0,30,51.0
Shiranui Samuraisaga,2500.0,6.0,20,47.0
Shiranui Shogunsaga,3000.0,8.0,60,91.5
Shiranui Skillsaga Supremacy,2300.0,1.0,40,75.0
Shiranui Smith,1000.0,4.0,40,53.0
Shiranui Solitaire,500.0,4.0,50,58.0
Shiranui Spectralsword,800.0,2.0,30,44.0
Shiranui Spectralsword Shade,800.0,3.0,30,42.0
Shiranui Spiritmaster,1500.0,4.0,40,58.0
Shiranui Squire,1500.0,4.0,40,58.0
Shiranui Squiresaga,2100.0,7.0,60,82.71428571428572
Shiranui Style Samsara,0.0,1.0,30,42.0
Shiranui Style Solemnity,0.0,1.0,50,62.0
Shiranui Style Success,0.0,1.0,30,42.0
Shiranui Style Swallow's Slash,0.0,1.0,40,52.0
Shiranui Style Synthesis,0.0,1.0,30,42.0
Shiranui Sunsaga,3500.0,10.0,40,76.2
Shiranui Swordmaster,600.0,2.0,50,62.0
Shiranui Swordsaga,1900.0,5.0,30,51.4
"Shire, Lightsworn Spirit",400.0,3.0,20,28.0
Shock Surprise,0.0,1.0,20,32.0
Shock Troops of the Ice Barrier,1500.0,3.0,30,49.0
Shocktopus,1600.0,4.0,10,29.0
Shogi Knight,800.0,3.0,30,42.0
Shogi Lance,500.0,3.0,0,9.0
Shooting Majestic Star Dragon,4000.0,11.0,50,91.0909090909091
Shooting Quasar Dragon,4000.0,12.0,30,71.0
Shooting Riser Dragon,2100.0,7.0,40,62.714285714285715
Shooting Star,0.0,1.0,10,22.0
Shooting Star Bow - Ceal,0.0,1.0,-10,2.0
Shooting Star Dragon,3300.0,10.0,40,74.2
Shooting Star Dragon T.G. EX,3300.0,10.0,40,74.2
Shootingcode Talker,2300.0,1.0,20,55.0
Shopina the Melodious Maestra,2300.0,7.0,0,24.714285714285715
Shore Knight,1400.0,4.0,20,37.0
Short Circuit,0.0,1.0,10,22.0
Shovel Crusher,900.0,3.0,10,23.0
Showdown of the Secret Sense Scroll Techniques,0.0,1.0,10,22.0
Shreddder,1600.0,4.0,10,29.0
Shrine of Mist Valley,0.0,1.0,30,42.0
Shrink,0.0,1.0,0,12.0
Shuffle Reborn,0.0,1.0,50,62.0
Shura the Combat Star,0.0,12.0,50,51.0
"Shurit, Strategist of the Nekroz",300.0,3.0,40,47.0
Shutendoji,1500.0,4.0,30,48.0
Shuttleroid,1000.0,4.0,50,63.0
Side Effects?,0.0,1.0,40,52.0
Signal Warrior,2400.0,7.0,50,75.71428571428572
Signs of the Tistina,0.0,1.0,30,42.0
Silenforcing Authority,0.0,1.0,50,62.0
Silenforcing Barrier,0.0,1.0,20,32.0
Silenforcing Prayer,0.0,1.0,30,42.0
Silent Abyss,2000.0,7.0,10,31.714285714285715
Silent Angler,800.0,4.0,20,31.0
Silent Burning,0.0,1.0,50,62.0
Silent Doom,0.0,1.0,20,32.0
Silent Graveyard,0.0,1.0,-10,2.0
Silent Insect,200.0,2.0,20,28.0
Silent Magician,1000.0,4.0,50,63.0
Silent Magician LV4,1000.0,4.0,60,73.0
Silent Magician LV8,3500.0,8.0,20,56.5
Silent Paladin,500.0,4.0,50,58.0
Silent Psychic Wizard,1900.0,4.0,30,52.0
Silent Sea Nettle,800.0,4.0,30,41.0
Silent Strider,300.0,2.0,0,9.0
Silent Sword Slash,0.0,1.0,50,62.0
Silent Swordsman,1000.0,4.0,50,63.0
Silent Swordsman LV3,1000.0,3.0,20,34.0
Silent Swordsman LV5,2300.0,5.0,40,65.4
Silent Swordsman LV7,2800.0,7.0,20,49.714285714285715
Silent Wobby,1000.0,4.0,60,73.0
Silent Wolf Calupo,1400.0,4.0,10,27.0
"Sillva, Warlord of Dark World",2300.0,5.0,10,35.4
Silpheed,1700.0,4.0,20,40.0
Silver Bow and Arrow,0.0,1.0,0,12.0
Silver Fang,1200.0,3.0,0,16.0
Silver Gadget,1500.0,4.0,50,68.0
Silver Sentinel,1500.0,4.0,30,48.0
Silver Wing,0.0,1.0,10,22.0
Silver's Cry,0.0,1.0,20,32.0
Silverrokket Dragon,1900.0,4.0,60,82.0
Silvervine Senri,0.0,2.0,20,26.0
SIMM Tablir,0.0,5.0,20,22.4
Simorgh of Darkness,2900.0,8.0,30,60.5
Simorgh Onslaught,0.0,1.0,40,52.0
Simorgh Repulsion,0.0,1.0,20,32.0
Simorgh Sky Battle,0.0,1.0,20,32.0
"Simorgh, Bird of Ancestry",2900.0,8.0,20,50.5
"Simorgh, Bird of Beginning",0.0,1.0,50,62.0
"Simorgh, Bird of Bringing",1000.0,2.0,50,66.0
"Simorgh, Bird of Calamity",1500.0,3.0,50,69.0
"Simorgh, Bird of Divinity",2700.0,7.0,20,48.714285714285715
"Simorgh, Bird of Perfection",1800.0,4.0,40,61.0
"Simorgh, Bird of Protection",1400.0,4.0,30,47.0
"Simorgh, Bird of Sovereignty",2400.0,1.0,30,66.0
"Simorgh, Lord of the Storm",2900.0,8.0,30,60.5
Simul Archfiends,0.0,1.0,40,52.0
Simultaneous Loss,0.0,1.0,0,12.0
Sinful Spoils of Betrayal - Silvia,0.0,1.0,10,22.0
Sinful Spoils of Doom - Luciela,0.0,1.0,0,12.0
Sinful Spoils of Subversion - Snake-Eye,0.0,1.0,0,12.0
Single Purchase,0.0,1.0,50,62.0
Sinister Seed Token,100.0,1.0,20,33.0
Sinister Seeds,0.0,1.0,30,42.0
Sinister Serpent,300.0,1.0,10,25.0
Sinister Shadow Games,0.0,1.0,20,32.0
Sinister Sprocket,400.0,1.0,30,46.0
Sinister Yorishiro,0.0,1.0,30,42.0
Siphon Token,0.0,1.0,20,32.0
Sirenorca,2200.0,5.0,20,44.4
Sishunder,900.0,4.0,30,42.0
Six Samurai United,0.0,1.0,40,52.0
Six Scrolls of the Samurai,0.0,1.0,40,52.0
Six Strike - Thunder Blast,0.0,1.0,10,22.0
Six Strike - Triple Impact,0.0,1.0,10,22.0
Six Style - Dual Wield,0.0,1.0,0,12.0
Sixth Sense,0.0,1.0,20,32.0
Skelengel,900.0,2.0,20,35.0
Skelesaurus,1700.0,4.0,30,50.0
Skeletal Dragon Felgrand,2800.0,8.0,30,59.5
Skelgon,1700.0,6.0,0,19.0
Skill Drain,0.0,1.0,0,12.0
Skill Prisoner,0.0,1.0,10,22.0
Skill Successor,0.0,1.0,30,42.0
Skilled Blue Magician,1800.0,4.0,30,51.0
Skilled Brown Magician,300.0,4.0,40,46.0
Skilled Dark Magician,1900.0,4.0,20,42.0
Skilled Red Magician,1600.0,4.0,30,49.0
Skilled White Magician,1700.0,4.0,20,40.0
Skreech,1500.0,4.0,30,48.0
Skull Archfiend of Lightning,2500.0,6.0,10,37.0
Skull Conductor,2000.0,4.0,30,53.0
Skull Dice,0.0,1.0,-10,2.0
Skull Dog Marron,1350.0,4.0,0,16.5
Skull Flame,2600.0,8.0,40,67.5
Skull Guardian,2050.0,7.0,20,42.214285714285715
"Skull Guardian, the Silenforcing Protector",2050.0,7.0,70,92.21428571428572
Skull Invitation,0.0,1.0,20,32.0
Skull Knight,2650.0,7.0,0,28.214285714285715
Skull Knight #2,1000.0,3.0,40,54.0
Skull Kraken,600.0,3.0,30,40.0
Skull Lair,0.0,1.0,10,22.0
Skull Mariner,1600.0,4.0,0,19.0
Skull Meister,1700.0,4.0,0,20.0
Skull Red Bird,1550.0,4.0,0,18.5
Skull Servant,300.0,1.0,0,15.0
Skull Stalker,900.0,3.0,20,33.0
Skull-Mark Ladybug,500.0,4.0,0,8.0
Skullbird,1900.0,6.0,0,21.0
Sky Cavalry Centaurea,2000.0,2.0,10,36.0
Sky Dragon,1900.0,6.0,0,21.0
Sky Dragoons of Draconia,2200.0,5.0,30,54.4
Sky Galloping Gaia the Dragon Champion,2600.0,7.0,40,67.71428571428572
Sky Iris,0.0,1.0,30,42.0
Sky Scourge Cidhels,2200.0,6.0,40,64.0
Sky Scourge Enrise,2400.0,8.0,20,45.5
Sky Scourge Invicil,2200.0,6.0,20,44.0
Sky Scourge Norleras,2400.0,8.0,40,65.5
Sky Scout,1800.0,4.0,0,21.0
Sky Striker Ace - Azalea,1500.0,1.0,40,67.0
Sky Striker Ace - Camellia,1500.0,1.0,40,67.0
Sky Striker Ace - Hayate,1500.0,1.0,40,67.0
Sky Striker Ace - Kagari,1500.0,1.0,40,67.0
Sky Striker Ace - Kaina,1500.0,1.0,40,67.0
Sky Striker Ace - Raye,1500.0,4.0,30,48.0
Sky Striker Ace - Roze,1500.0,4.0,30,48.0
Sky Striker Ace - Shizuku,1500.0,1.0,30,57.0
Sky Striker Ace - Zeke,1500.0,1.0,50,77.0
Sky Striker Ace Token,0.0,1.0,0,12.0
Sky Striker Airspace - Area Zero,0.0,1.0,40,52.0
Sky Striker Maneuver - Afterburners!,0.0,1.0,10,22.0
Sky Striker Maneuver - Jamming Waves!,0.0,1.0,10,22.0
Sky Striker Maneuver - Scissors Cross,0.0,1.0,20,32.0
Sky Striker Maneuver - Vector Blast,0.0,1.0,0,12.0
Sky Striker Mecha - Eagle Booster,0.0,1.0,10,22.0
Sky Striker Mecha - Hornet Drones,0.0,1.0,20,32.0
Sky Striker Mecha - Shark Cannon,0.0,1.0,30,42.0
Sky Striker Mecha - Widow Anchor,0.0,1.0,0,12.0
Sky Striker Mecha Modules - Multirole,0.0,1.0,30,42.0
Sky Striker Mecharmory - Hercules Base,0.0,1.0,30,42.0
Sky Striker Mobilize - Engage!,0.0,1.0,40,52.0
Sky Striker Mobilize - Linkage!,0.0,1.0,40,52.0
Skyblaster Token,500.0,4.0,0,8.0
Skydive Scorcher,0.0,1.0,30,42.0
Skypalace Gangaridai,3400.0,10.0,30,65.2
Skyscraper,0.0,1.0,20,32.0
Skyscraper 2 - Hero City,0.0,1.0,30,42.0
Skystarray,600.0,3.0,10,20.0
Slacker Magician,200.0,1.0,10,24.0
Slash Draw,0.0,1.0,60,72.0
Slate Warrior,1900.0,4.0,20,42.0
Sleeping Lion,700.0,4.0,0,10.0
Sleipnir the Runick Mane,1500.0,9.0,30,46.33333333333333
Slifer the Sky Dragon,0.0,10.0,40,41.2
Slime Toad,700.0,2.0,0,13.0
Slime Token,500.0,1.0,0,17.0
Slip of Fortune,0.0,1.0,0,12.0
Slip Summon,0.0,1.0,20,32.0
Slot Machine,2000.0,7.0,0,21.714285714285715
Slower Swallow,100.0,1.0,40,53.0
Slushy,0.0,2.0,50,56.0
Small Piece Golem,1100.0,3.0,40,55.0
Small Roid Big City,0.0,1.0,30,42.0
Small Scuffle,0.0,1.0,20,32.0
Small World,0.0,1.0,30,42.0
Smashing Ground,0.0,1.0,10,22.0
Smashing Horn,0.0,1.0,30,42.0
Smile Action,0.0,1.0,0,12.0
Smile Potion,0.0,1.0,20,32.0
Smile Universe,0.0,1.0,40,52.0
Smile World,0.0,1.0,20,32.0
Smoke Grenade of the Thief,0.0,1.0,0,12.0
Smoke Mosquito,0.0,1.0,20,32.0
Snake Deity's Command,0.0,1.0,10,22.0
Snake Fang,0.0,1.0,0,12.0
Snake Rain,0.0,1.0,10,22.0
Snake Whistle,0.0,1.0,50,62.0
